Type of Product,Date of Purchase,Time of Purchase,Cost of Purchase,Qty of Purchase,With Promotion,Customer ID,Seller Brand,Seller ID,Rating,Time Taken for Transaction (s)
Fashion,26/01/2021,2023-03-18 18:09:21.241689,111.71,5,0,90598,Boohoo,677,1,101.51
Fashion,01/01/2021,2023-03-18 19:32:00.241691,185.23,1,0,72455,Reserved,128,4,20.42
Fashion,20/01/2020,2023-03-18 20:07:24.241693,955.43,2,0,31030,Zalando,695,3,1.72
Fashion,30/06/2020,2023-03-18 19:20:53.241694,126.16,1,0,42516,Ally Fashion,535,2,72.21
Fashion,11/05/2020,2023-03-18 19:01:57.241696,788.77,6,0,41264,Bershka,699,1,94.18
Fashion,23/06/2020,2023-03-18 18:47:21.241697,881.68,3,0,88338,Mango Outlet,432,1,90.94
Fashion,06/05/2021,2023-03-18 19:41:24.241699,26.09,9,0,56025,Shein,155,4,22.77
Fashion,12/01/2021,2023-03-18 18:32:42.241701,341.42,3,1,94871,Supre,677,3,56.21
Fashion,15/01/2020,2023-03-18 19:46:05.241702,182.4,7,0,12270,Primark,103,4,116.81
Fashion,27/01/2020,2023-03-18 19:44:23.241704,920.87,1,0,17739,H&M,393,5,92.1
Fashion,27/11/2020,2023-03-18 20:17:56.241706,92.54,7,0,37632,Puma,153,3,71.51
Fashion,22/03/2021,2023-03-18 17:53:30.241707,201.02,9,0,96998,Lefties,107,5,101.01
Fashion,20/12/2021,2023-03-18 20:19:52.241709,201.66,1,0,21078,Nasty Gal,933,1,35.07
Fashion,01/03/2020,2023-03-18 19:48:22.241711,823.91,2,0,19026,Shein,245,1,55.53
Fashion,03/07/2021,2023-03-18 18:55:33.241712,211.16,3,1,53495,New Look,358,2,71.44
Fashion,22/11/2021,2023-03-18 19:58:54.241714,325.3,4,1,14443,Sportsgirl,915,1,57.44
Fashion,02/04/2020,2023-03-18 18:13:51.241716,792.76,3,0,59346,Fashion Nova,830,4,34.16
Fashion,30/11/2020,2023-03-18 18:37:06.241717,384.6,10,0,27423,Temt,976,2,1.45
Fashion,18/09/2020,2023-03-18 17:44:33.241719,699.73,6,0,28482,Reserved,829,2,84.95
Fashion,10/10/2021,2023-03-18 20:19:52.241721,371.41,10,0,15824,Primark,752,4,12.5
Fashion,16/08/2020,2023-03-18 19:25:35.241722,614.99,3,1,89690,New Look,542,3,95.41
Fashion,15/12/2021,2023-03-18 20:12:15.241724,419.56,7,0,45739,AS Colour,495,4,66.82
Fashion,20/02/2022,2023-03-18 18:04:53.241725,733.79,10,1,38831,C&A,388,5,70.94
Fashion,01/11/2020,2023-03-18 18:57:09.241727,28.03,7,1,21794,H&M,531,1,90.66
Fashion,03/05/2021,2023-03-18 18:54:16.241729,628.65,9,1,63720,River Island,304,3,82.31
Fashion,24/07/2020,2023-03-18 18:42:53.241731,960.97,1,0,87912,Sportsgirl,553,1,50.01
Fashion,22/04/2021,2023-03-18 18:16:02.241732,211.81,3,1,59614,Miss Selfridge,638,1,99.12
Fashion,21/09/2020,2023-03-18 18:52:21.241734,848.57,2,1,54979,Fashion Nova,198,3,59.37
Fashion,15/08/2021,2023-03-18 19:27:10.241735,595.8,7,0,25648,Fashion Nova,442,1,61.97
Fashion,03/07/2021,2023-03-18 17:57:35.241737,880.62,8,1,85320,Stradivarius,847,4,59.76
Fashion,27/02/2022,2023-03-18 19:12:14.241739,190.34,1,0,90872,Fashion Nova,315,5,11.06
Fashion,16/02/2020,2023-03-18 20:15:16.241741,288.41,10,0,28859,C&A,696,3,111.84
Fashion,30/08/2020,2023-03-18 20:15:33.241742,297.6,3,0,70137,Primark,872,4,72.31
Fashion,11/11/2020,2023-03-18 19:38:07.241744,889.6,2,1,68155,Temt,251,5,114.93
Fashion,30/10/2020,2023-03-18 18:25:48.241746,414.48,7,1,42729,Fashion Nova,684,5,23.29
Fashion,24/12/2020,2023-03-18 19:15:19.241748,154.67,6,0,93335,Boohoo,208,4,17.57
Fashion,16/10/2021,2023-03-18 19:16:35.241749,508.35,10,1,30179,Boohoo,509,3,6.6
Fashion,09/10/2020,2023-03-18 20:06:31.241751,621.36,5,1,42424,River Island,372,5,64.07
Fashion,07/12/2020,2023-03-18 20:26:07.241753,304.07,8,1,20089,Bershka,358,4,118.15
Fashion,30/03/2021,2023-03-18 20:22:01.241754,283.45,8,0,83035,The Iconic,256,1,96.88
Fashion,23/09/2021,2023-03-18 19:16:11.241756,650.42,9,1,71902,Boohoo,307,2,116.21
Fashion,17/04/2020,2023-03-18 19:35:09.241757,456.41,6,1,43417,Puma,963,5,111.0
Fashion,17/08/2021,2023-03-18 20:01:48.241759,340.39,3,0,63507,Oysho,213,5,14.75
Fashion,30/09/2021,2023-03-18 17:47:39.241761,133.69,6,1,81207,Reebok,886,1,13.7
Fashion,01/05/2020,2023-03-18 19:12:32.241762,496.27,7,1,30520,Lefties,149,3,53.09
Fashion,10/06/2020,2023-03-18 18:42:14.241764,874.68,2,0,47610,Puma,106,4,25.68
Fashion,02/02/2020,2023-03-18 19:21:35.241765,641.62,10,0,84916,Boohoo,497,3,118.67
Fashion,04/03/2021,2023-03-18 18:03:50.241767,943.86,4,0,79620,Zalando,775,5,20.4
Fashion,21/08/2020,2023-03-18 18:14:35.241770,515.23,9,0,72981,Sportsgirl,334,1,71.87
Fashion,22/02/2021,2023-03-18 19:12:46.241772,111.77,5,0,10250,Bershka,410,1,97.14
Fashion,13/07/2021,2023-03-18 19:38:59.241774,236.01,6,0,50909,Primark,808,3,101.8
Fashion,03/04/2021,2023-03-18 20:20:28.241776,144.39,9,1,46500,Reserved,436,2,118.54
Fashion,25/02/2022,2023-03-18 18:41:06.241777,212.69,2,1,79566,H&M,239,5,1.86
Fashion,19/12/2020,2023-03-18 18:22:09.241779,385.1,3,1,67518,New Look,493,2,41.53
Fashion,14/02/2022,2023-03-18 19:08:03.241781,710.03,5,1,62468,River Island,393,1,8.39
Fashion,22/11/2021,2023-03-18 18:45:55.241782,372.69,5,0,51533,Primark,619,1,47.56
Fashion,04/01/2020,2023-03-18 18:09:02.241784,45.52,7,1,71501,Reebok,396,5,25.04
Fashion,18/07/2020,2023-03-18 19:00:20.241785,482.79,8,1,34160,The Iconic,922,5,20.63
Fashion,05/07/2020,2023-03-18 20:13:50.241787,902.92,9,1,58220,Bershka,910,1,22.34
Fashion,07/06/2021,2023-03-18 19:49:14.241789,541.91,9,0,53685,Reebok,678,4,100.85
Fashion,06/05/2021,2023-03-18 20:04:14.241791,840.13,1,1,84245,H&M,943,5,116.92
Fashion,26/08/2021,2023-03-18 19:13:47.241792,120.71,5,0,91877,Ally Fashion,725,3,0.22
Fashion,05/05/2021,2023-03-18 19:20:07.241794,553.36,2,0,75712,Supre,848,4,96.81
Fashion,26/12/2021,2023-03-18 19:23:50.241796,286.62,4,0,32371,Mango Outlet,880,4,39.23
Fashion,22/11/2020,2023-03-18 18:53:14.241797,474.29,3,1,37768,C&A,406,3,63.64
Fashion,23/01/2020,2023-03-18 20:03:31.241799,591.38,8,1,54750,H&M,110,4,92.16
Fashion,09/02/2021,2023-03-18 18:01:02.241800,7.75,1,0,18862,AS Colour,177,2,87.69
Fashion,20/01/2022,2023-03-18 19:59:42.241802,771.88,6,1,39443,Primark,931,1,67.62
Fashion,23/10/2020,2023-03-18 20:16:51.241804,737.45,1,0,92057,Stradivarius,471,3,112.74
Fashion,24/02/2020,2023-03-18 19:45:34.241805,994.61,10,0,54956,PrettyLittleThing,403,2,61.25
Fashion,16/03/2020,2023-03-18 19:49:52.241807,740.24,7,0,84973,H&M,532,5,13.13
Fashion,12/01/2020,2023-03-18 19:29:32.241808,310.3,10,1,78382,Supre,709,1,117.16
Fashion,26/06/2021,2023-03-18 19:17:02.241810,927.11,7,0,47290,River Island,488,1,65.25
Fashion,26/03/2021,2023-03-18 19:13:47.241812,261.73,10,0,75709,River Island,177,3,1.08
Fashion,06/02/2022,2023-03-18 19:45:54.241813,581.27,3,1,56786,Shein,741,5,1.04
Fashion,28/06/2020,2023-03-18 18:13:45.241815,907.28,2,1,31293,Bershka,864,2,107.99
Fashion,14/01/2020,2023-03-18 19:21:59.241816,864.4,9,1,88252,Miss Selfridge,447,4,102.55
Fashion,16/12/2020,2023-03-18 19:04:15.241818,418.9,5,1,65531,C&A,214,3,50.97
Fashion,08/02/2021,2023-03-18 20:06:03.241820,900.03,4,1,19371,Reebok,677,2,38.82
Fashion,30/10/2021,2023-03-18 18:25:14.241821,27.98,1,1,62162,C&A,600,4,90.44
Fashion,17/12/2020,2023-03-18 17:49:21.241823,397.41,8,1,17900,Reserved,363,5,53.21
Fashion,11/11/2020,2023-03-18 19:11:14.241824,836.33,3,0,71990,AS Colour,851,2,45.83
Fashion,07/03/2020,2023-03-18 20:12:41.241826,86.2,6,1,26929,Ally Fashion,470,5,9.39
Fashion,09/12/2020,2023-03-18 18:28:30.241828,697.61,6,0,55288,Nasty Gal,440,2,26.15
Fashion,22/08/2020,2023-03-18 19:47:33.241829,56.99,8,0,72627,Temt,174,1,80.53
Fashion,13/02/2022,2023-03-18 18:57:38.241831,574.2,3,0,20826,PrettyLittleThing,660,4,46.21
Fashion,11/04/2020,2023-03-18 18:32:47.241832,50.46,10,0,22730,The Iconic,975,2,35.62
Fashion,31/07/2020,2023-03-18 17:45:30.241834,503.25,7,0,85585,Sportsgirl,478,3,80.33
Fashion,16/07/2020,2023-03-18 20:21:49.241836,891.5,9,1,85690,H&M,197,4,96.91
Fashion,18/04/2020,2023-03-18 18:06:23.241837,188.67,6,1,44264,AS Colour,518,2,93.13
Fashion,05/01/2021,2023-03-18 18:54:16.241839,638.2,6,1,52180,Ally Fashion,522,3,23.28
Fashion,01/08/2020,2023-03-18 19:37:28.241840,771.0,1,1,26584,PrettyLittleThing,649,2,15.07
Fashion,30/10/2020,2023-03-18 20:07:06.241842,804.13,8,1,60686,Fashion Nova,862,4,79.26
Fashion,30/06/2021,2023-03-18 19:59:45.241844,698.24,6,1,36167,AS Colour,591,4,62.47
Fashion,19/02/2020,2023-03-18 18:32:09.241846,688.74,5,0,55571,Missguided,102,5,80.94
Fashion,12/04/2021,2023-03-18 20:22:27.241847,638.31,3,1,34108,Mango Outlet,397,1,38.64
Fashion,05/02/2022,2023-03-18 18:32:25.241849,552.25,10,1,27034,Supre,700,3,51.26
Fashion,08/02/2022,2023-03-18 19:37:50.241851,938.16,7,1,52127,Reserved,916,2,67.58
Fashion,18/05/2021,2023-03-18 17:51:29.241852,966.19,9,1,76646,Stradivarius,825,4,42.45
Fashion,24/12/2020,2023-03-18 19:31:51.241854,314.9,2,1,42222,Supre,312,3,36.55
Fashion,03/04/2020,2023-03-18 19:37:26.241855,529.98,1,0,96162,Miss Selfridge,690,2,35.43
Fashion,10/08/2020,2023-03-18 18:25:23.241857,107.06,7,1,20179,Sportsgirl,824,5,25.56
Fashion,23/10/2020,2023-03-18 18:08:39.241859,719.31,3,1,27583,Temt,371,2,78.68
Fashion,14/06/2020,2023-03-18 19:12:20.241860,190.06,6,0,98976,River Island,600,2,29.91
Fashion,05/06/2020,2023-03-18 19:35:57.241862,517.0,7,1,20691,C&A,701,4,71.81
Fashion,03/02/2020,2023-03-18 20:09:04.241863,41.53,10,0,21473,Primark,255,1,86.66
Fashion,14/03/2020,2023-03-18 18:08:18.241865,181.78,5,1,23374,Bershka,143,3,49.18
Fashion,13/01/2022,2023-03-18 19:53:56.241867,326.63,10,1,82614,Reserved,620,3,87.25
Fashion,07/10/2020,2023-03-18 19:40:37.241868,240.79,7,1,75166,Zalando,263,2,23.69
Fashion,03/09/2020,2023-03-18 19:35:15.241870,131.06,4,0,29839,Zalando,654,4,33.69
Fashion,19/01/2020,2023-03-18 19:19:23.241872,145.41,1,0,19347,H&M,535,3,93.35
Fashion,07/05/2021,2023-03-18 18:35:06.241873,901.49,5,0,12366,The Iconic,284,4,86.51
Fashion,09/08/2021,2023-03-18 19:09:55.241875,327.65,3,1,15151,Boohoo,337,5,94.03
Fashion,03/05/2020,2023-03-18 18:37:28.241876,166.39,9,0,81228,Reebok,998,2,10.11
Fashion,18/01/2022,2023-03-18 18:12:20.241878,145.01,4,0,78239,Temt,461,3,58.13
Fashion,04/11/2021,2023-03-18 17:51:18.241880,141.01,9,1,89356,Reserved,230,4,119.59
Fashion,01/05/2020,2023-03-18 19:54:27.241882,984.65,1,1,59075,Zalando,761,2,14.05
Fashion,15/08/2020,2023-03-18 20:08:05.241883,393.98,2,1,41008,Fashion Nova,780,2,13.96
Fashion,10/02/2020,2023-03-18 20:24:53.241885,111.31,1,1,60826,Primark,363,3,103.49
Fashion,04/05/2020,2023-03-18 18:41:37.241886,222.05,6,0,30076,Primark,129,2,118.37
Fashion,09/02/2021,2023-03-18 18:39:47.241888,535.66,3,0,52028,Reebok,159,1,42.46
Fashion,12/07/2020,2023-03-18 18:36:53.241890,962.39,4,1,82228,Missguided,952,4,27.26
Fashion,17/03/2021,2023-03-18 18:11:13.241891,665.51,9,0,45711,Pull & Bear,150,2,10.14
Fashion,03/03/2021,2023-03-18 18:56:46.241893,620.51,1,1,63523,Sportsgirl,243,5,82.01
Fashion,08/07/2021,2023-03-18 19:02:29.241894,528.66,7,1,36283,River Island,977,3,55.32
Fashion,02/03/2020,2023-03-18 19:05:11.241896,196.81,1,1,24226,Reebok,387,3,72.45
Fashion,16/01/2020,2023-03-18 18:08:33.241898,185.95,3,0,42452,Zalando,969,1,25.22
Fashion,30/06/2020,2023-03-18 18:14:36.241899,300.56,7,1,64365,Bershka,384,1,44.06
Fashion,04/04/2020,2023-03-18 18:35:16.241901,471.47,9,1,68062,Zalando,125,2,53.51
Fashion,16/04/2021,2023-03-18 18:32:50.241903,547.5,4,1,24803,Supre,556,1,13.51
Fashion,13/03/2020,2023-03-18 17:53:02.241904,972.84,10,1,66075,AS Colour,246,1,66.61
Fashion,02/02/2021,2023-03-18 20:07:07.241906,520.96,1,0,61159,New Look,501,4,79.98
Fashion,04/07/2021,2023-03-18 20:11:58.241908,403.17,5,1,63961,Reebok,822,3,75.27
Fashion,24/03/2020,2023-03-18 18:52:52.241910,464.36,1,0,51535,Mango Outlet,886,2,105.18
Fashion,01/04/2020,2023-03-18 18:15:39.241911,627.99,5,1,61913,Lefties,968,2,39.58
Fashion,19/07/2020,2023-03-18 19:11:25.241913,45.93,8,1,42312,Shein,648,5,86.09
Fashion,24/02/2020,2023-03-18 19:58:40.241915,8.86,4,0,99599,Mango Outlet,225,5,18.32
Fashion,01/02/2020,2023-03-18 19:28:20.241916,815.97,8,1,70014,Oysho,362,2,72.13
Fashion,14/05/2021,2023-03-18 19:52:59.241918,684.25,6,1,25860,Puma,512,5,119.17
Fashion,10/05/2020,2023-03-18 19:47:05.241920,651.89,5,1,16200,The Iconic,593,2,0.17
Fashion,22/07/2020,2023-03-18 18:56:06.241921,801.18,1,0,69867,C&A,616,5,15.41
Fashion,13/02/2022,2023-03-18 19:29:32.241923,718.66,7,0,28469,C&A,694,4,93.32
Fashion,15/09/2020,2023-03-18 18:43:41.241924,593.05,10,0,46291,Temt,156,1,80.68
Fashion,09/07/2020,2023-03-18 18:25:14.241926,817.96,5,0,92551,PrettyLittleThing,526,3,61.22
Fashion,06/03/2020,2023-03-18 19:02:07.241927,643.01,6,1,22010,Primark,504,5,93.69
Fashion,02/04/2020,2023-03-18 19:50:20.241929,471.07,2,0,34748,Missguided,546,4,42.12
Fashion,11/11/2020,2023-03-18 19:19:06.241931,809.72,4,0,60679,Sportsgirl,877,4,28.66
Fashion,26/04/2021,2023-03-18 20:08:17.241933,86.08,10,1,14871,Supre,839,4,49.42
Fashion,05/05/2020,2023-03-18 19:48:25.241934,98.63,10,0,63704,Temt,650,4,108.4
Fashion,26/08/2020,2023-03-18 19:17:30.241936,750.76,8,1,69186,Pull & Bear,529,1,32.53
Fashion,11/05/2021,2023-03-18 17:49:53.241937,889.66,8,1,38699,Shein,958,3,35.3
Fashion,02/03/2022,2023-03-18 18:42:50.241939,311.0,9,1,28995,Supre,487,5,3.25
Fashion,08/03/2021,2023-03-18 20:14:13.241941,492.06,10,0,22116,Bershka,161,1,47.2
Fashion,10/09/2020,2023-03-18 19:57:24.241943,263.99,3,0,88762,Stradivarius,608,3,99.82
Fashion,15/02/2020,2023-03-18 19:02:07.241944,467.13,3,0,14324,Primark,761,1,62.94
Fashion,16/02/2020,2023-03-18 18:08:44.241946,859.28,9,1,16654,C&A,329,5,68.59
Fashion,24/04/2021,2023-03-18 18:50:04.241947,801.8,3,0,62705,H&M,909,2,66.76
Fashion,11/11/2020,2023-03-18 18:13:49.241949,743.6,10,0,29480,Ally Fashion,845,2,99.19
Fashion,02/01/2020,2023-03-18 19:21:26.241950,49.89,10,0,67929,C&A,871,5,24.17
Fashion,31/01/2022,2023-03-18 19:39:27.241952,778.19,6,1,30176,Fashion Nova,709,4,100.59
Fashion,22/02/2022,2023-03-18 20:17:18.241954,976.62,5,0,78238,Mango Outlet,181,2,39.82
Fashion,16/05/2020,2023-03-18 19:29:31.241955,399.56,2,0,48556,Nasty Gal,666,5,98.13
Fashion,16/06/2021,2023-03-18 19:42:46.241957,693.26,1,0,14505,Pull & Bear,995,4,49.18
Fashion,01/05/2020,2023-03-18 17:59:09.241959,581.13,9,0,98988,Sportsgirl,905,2,112.61
Fashion,23/01/2022,2023-03-18 19:39:36.241960,622.33,3,1,90682,New Look,363,4,86.48
Fashion,29/04/2020,2023-03-18 19:40:58.241962,678.88,4,0,87815,Zalando,230,1,68.95
Fashion,26/10/2021,2023-03-18 19:55:55.241963,964.35,7,1,83526,Mango Outlet,430,1,53.77
Fashion,14/06/2021,2023-03-18 18:39:31.241965,332.1,10,1,47050,Mango Outlet,975,2,119.75
Fashion,27/10/2021,2023-03-18 19:07:17.241967,655.4,10,1,71339,Nasty Gal,146,3,13.81
Fashion,14/02/2020,2023-03-18 19:44:52.241968,476.65,6,1,56940,Oysho,899,4,100.82
Fashion,01/11/2020,2023-03-18 17:55:51.241970,88.16,5,1,10335,Pull & Bear,468,1,42.95
Fashion,12/01/2022,2023-03-18 18:01:47.241972,629.22,2,0,51189,Reebok,230,3,15.34
Fashion,26/01/2021,2023-03-18 20:01:10.241973,583.19,2,1,51540,Temt,346,2,38.55
Fashion,23/07/2021,2023-03-18 19:52:21.241975,687.54,1,0,70550,Sportsgirl,580,1,50.91
Fashion,08/02/2020,2023-03-18 18:15:07.241976,619.99,2,1,83317,AS Colour,952,2,15.49
Fashion,26/01/2021,2023-03-18 17:50:40.241978,444.4,8,1,20145,Ally Fashion,770,2,52.11
Fashion,30/07/2021,2023-03-18 19:21:23.241980,723.27,8,0,22800,Miss Selfridge,146,4,48.12
Fashion,23/11/2021,2023-03-18 19:04:27.241981,437.63,3,0,83698,Reebok,584,5,8.76
Fashion,25/08/2020,2023-03-18 19:03:31.241983,892.37,3,0,91676,C&A,858,4,30.15
Fashion,22/08/2020,2023-03-18 19:08:55.241984,360.67,3,0,37722,H&M,196,1,2.37
Fashion,17/12/2020,2023-03-18 19:04:06.241986,360.39,9,1,50122,River Island,635,3,98.23
Fashion,30/04/2020,2023-03-18 17:53:51.241988,673.96,7,0,19459,Boohoo,337,2,13.12
Fashion,22/01/2020,2023-03-18 20:11:06.241989,514.64,1,0,79305,Mango Outlet,791,5,68.44
Fashion,03/07/2021,2023-03-18 19:23:00.241991,685.62,3,0,60745,Lefties,268,2,70.7
Fashion,26/06/2021,2023-03-18 17:53:10.241993,81.87,10,0,98314,Supre,902,5,114.22
Fashion,16/04/2020,2023-03-18 19:04:04.241994,505.11,9,1,72892,Miss Selfridge,971,2,114.32
Fashion,18/02/2022,2023-03-18 20:01:58.241996,35.85,8,1,57200,Puma,177,4,10.03
Fashion,05/01/2020,2023-03-18 18:28:36.241998,432.75,10,0,22123,Shein,307,5,60.27
Fashion,01/01/2020,2023-03-18 19:54:44.241999,293.93,4,1,38430,Supre,502,4,56.72
Fashion,08/11/2021,2023-03-18 19:55:41.242001,178.46,7,1,34499,Boohoo,887,1,70.27
Fashion,01/03/2022,2023-03-18 18:15:18.242002,99.36,10,1,79471,Mango Outlet,458,1,54.6
Fashion,09/07/2020,2023-03-18 19:06:53.242004,411.78,7,0,65059,C&A,856,3,97.23
Fashion,14/02/2021,2023-03-18 19:39:13.242006,345.03,9,1,89655,Temt,363,5,27.3
Fashion,05/01/2020,2023-03-18 19:53:55.242007,901.78,7,1,16705,AS Colour,990,3,67.69
Fashion,22/06/2021,2023-03-18 20:17:00.242009,919.06,4,1,12944,AS Colour,199,4,36.66
Fashion,08/05/2020,2023-03-18 18:21:56.242010,775.51,6,1,54999,The Iconic,611,5,42.42
Fashion,12/01/2022,2023-03-18 19:03:38.242012,384.86,7,1,42488,Sportsgirl,575,4,17.09
Fashion,13/12/2021,2023-03-18 20:14:55.242014,626.53,6,1,76050,Puma,343,4,69.75
Fashion,18/11/2021,2023-03-18 17:45:50.242015,950.79,9,1,62742,Puma,247,1,17.47
Fashion,19/01/2021,2023-03-18 19:23:54.242017,680.64,10,0,68737,AS Colour,702,3,94.65
Fashion,05/07/2021,2023-03-18 19:32:03.242018,457.68,7,1,31190,Bershka,853,2,99.42
Fashion,13/08/2021,2023-03-18 17:58:07.242020,559.74,10,1,30828,Oysho,797,5,36.02
Fashion,26/10/2020,2023-03-18 18:33:19.242022,297.65,5,1,26113,New Look,755,2,99.13
Fashion,14/09/2021,2023-03-18 18:31:17.242023,987.92,10,1,90433,Miss Selfridge,965,2,98.92
Fashion,02/10/2021,2023-03-18 20:25:38.242025,536.08,4,0,26402,New Look,637,4,30.43
Fashion,24/07/2020,2023-03-18 18:19:17.242027,912.47,8,1,17882,AS Colour,560,2,91.09
Fashion,10/05/2021,2023-03-18 20:20:45.242028,937.61,3,1,71208,Reserved,230,4,118.77
Fashion,10/01/2021,2023-03-18 20:21:16.242030,216.39,10,0,49653,Temt,597,3,107.1
Fashion,18/01/2021,2023-03-18 19:38:52.242031,433.89,3,0,22687,C&A,108,4,33.9
Fashion,28/07/2020,2023-03-18 18:13:41.242033,927.05,10,0,62958,Primark,656,1,107.38
Fashion,04/07/2021,2023-03-18 20:03:33.242035,165.16,7,1,35477,Zalando,264,1,28.65
Fashion,27/09/2020,2023-03-18 18:18:26.242036,704.48,4,0,96226,Puma,782,5,13.08
Fashion,19/04/2021,2023-03-18 19:51:33.242038,400.76,8,0,28086,Oysho,651,4,118.6
Fashion,22/01/2020,2023-03-18 19:05:36.242039,357.83,5,1,97080,Zalando,821,5,48.36
Fashion,23/03/2020,2023-03-18 20:12:21.242041,206.13,5,0,83875,Reebok,664,5,47.03
Fashion,16/04/2020,2023-03-18 19:16:05.242043,788.88,1,0,44838,Lefties,101,3,10.76
Fashion,23/11/2021,2023-03-18 18:04:39.242046,946.6,2,0,78513,PrettyLittleThing,182,2,110.27
Fashion,12/04/2021,2023-03-18 18:46:08.242048,202.28,7,0,53528,Puma,780,3,97.69
Fashion,16/12/2021,2023-03-18 18:39:06.242049,490.97,4,1,65972,Miss Selfridge,136,2,17.18
Fashion,23/06/2021,2023-03-18 18:51:52.242051,709.09,2,0,99872,Nasty Gal,115,5,63.61
Fashion,14/07/2020,2023-03-18 19:23:48.242053,397.94,10,1,20023,Mango Outlet,881,1,16.52
Fashion,03/06/2020,2023-03-18 19:34:13.242054,600.47,2,0,13099,PrettyLittleThing,579,1,33.18
Fashion,02/05/2021,2023-03-18 18:28:49.242056,610.04,10,0,13666,Lefties,290,1,40.48
Fashion,26/03/2021,2023-03-18 19:20:19.242057,542.39,8,0,30247,Fashion Nova,327,3,64.62
Fashion,28/05/2020,2023-03-18 20:12:51.242059,252.2,4,1,37298,Reserved,335,3,51.41
Fashion,14/06/2020,2023-03-18 18:15:29.242061,598.91,2,1,46960,Mango Outlet,615,3,44.81
Fashion,18/06/2020,2023-03-18 19:04:16.242063,102.06,10,0,36571,Puma,217,1,13.46
Fashion,02/06/2020,2023-03-18 18:33:32.242064,625.58,2,0,59342,Mango Outlet,261,3,59.11
Fashion,07/02/2020,2023-03-18 19:08:21.242066,50.99,7,0,77010,Ally Fashion,217,1,38.65
Fashion,21/09/2021,2023-03-18 19:11:35.242067,837.18,6,0,33957,Bershka,402,3,83.59
Fashion,27/09/2020,2023-03-18 20:01:48.242069,850.78,6,1,95389,Lefties,841,5,27.27
Fashion,09/02/2022,2023-03-18 19:51:25.242071,424.27,6,1,96626,AS Colour,917,3,111.78
Fashion,02/06/2020,2023-03-18 19:07:04.242072,399.2,6,1,51424,New Look,735,4,88.38
Fashion,29/03/2021,2023-03-18 19:24:58.242074,108.58,5,0,94380,Missguided,859,1,76.14
Fashion,26/12/2021,2023-03-18 20:16:22.242075,554.28,9,0,96248,Mango Outlet,872,3,4.23
Fashion,02/02/2021,2023-03-18 20:08:53.242077,542.63,10,0,77344,New Look,878,3,64.33
Fashion,05/12/2021,2023-03-18 19:47:03.242079,690.29,8,0,28308,Temt,893,2,19.68
Fashion,14/02/2020,2023-03-18 18:48:37.242080,654.34,5,0,58085,H&M,291,1,10.43
Fashion,28/10/2020,2023-03-18 17:43:36.242082,286.68,1,0,74168,Supre,824,4,112.56
Fashion,23/06/2020,2023-03-18 19:11:28.242083,440.62,4,1,46253,Oysho,862,4,69.4
Fashion,30/06/2020,2023-03-18 20:17:12.242085,932.81,4,0,30533,Bershka,682,4,112.31
Fashion,28/02/2021,2023-03-18 18:34:55.242087,462.56,5,0,22588,River Island,418,4,79.58
Fashion,03/10/2021,2023-03-18 19:06:17.242088,669.37,8,1,95116,Fashion Nova,853,5,108.51
Fashion,18/08/2021,2023-03-18 19:41:51.242090,201.48,9,0,38829,Nasty Gal,328,1,92.16
Fashion,11/10/2020,2023-03-18 19:33:49.242092,275.81,1,1,22301,Stradivarius,515,3,47.83
Fashion,18/07/2021,2023-03-18 19:05:12.242093,102.3,7,1,65824,Stradivarius,431,2,7.0
Fashion,21/07/2021,2023-03-18 18:51:23.242095,222.27,10,0,98154,Temt,715,3,105.33
Fashion,30/04/2020,2023-03-18 20:19:28.242096,289.31,8,1,12046,Fashion Nova,538,1,52.34
Fashion,02/03/2022,2023-03-18 19:59:18.242098,327.8,10,1,90187,Reebok,141,4,115.39
Fashion,12/11/2020,2023-03-18 19:48:25.242100,892.65,5,0,27168,Reserved,941,5,60.69
Fashion,27/02/2022,2023-03-18 18:58:54.242101,602.78,6,1,65130,Zalando,851,5,42.52
Fashion,04/02/2021,2023-03-18 18:33:05.242103,982.73,3,0,87540,Sportsgirl,124,4,67.85
Fashion,01/10/2020,2023-03-18 19:38:57.242104,170.17,5,1,67396,Missguided,781,2,55.39
Fashion,18/02/2022,2023-03-18 19:34:35.242106,479.16,1,0,88849,River Island,530,1,4.94
Fashion,03/01/2022,2023-03-18 18:30:25.242108,161.86,10,1,15111,Ally Fashion,923,1,27.24
Fashion,28/05/2020,2023-03-18 18:43:00.242109,619.06,1,0,55044,Reebok,967,4,54.37
Fashion,27/02/2022,2023-03-18 20:04:09.242111,154.19,2,0,25804,Temt,370,2,76.4
Fashion,28/04/2020,2023-03-18 19:45:17.242113,492.37,7,1,52368,Supre,968,1,117.64
Fashion,24/10/2020,2023-03-18 19:26:32.242114,856.43,8,0,49953,The Iconic,443,2,29.64
Fashion,02/09/2021,2023-03-18 20:10:00.242116,345.79,3,0,65836,Stradivarius,263,2,11.16
Fashion,15/10/2021,2023-03-18 19:50:45.242117,237.35,10,0,82375,River Island,171,2,59.4
Fashion,25/06/2021,2023-03-18 18:17:48.242119,7.22,10,0,98752,Shein,219,4,78.24
Fashion,16/09/2021,2023-03-18 20:12:22.242120,482.48,10,1,43267,PrettyLittleThing,426,3,103.39
Fashion,29/07/2021,2023-03-18 17:49:01.242122,385.76,4,1,73430,Lefties,618,4,71.46
